,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q24,Q1_Browser,Q1_Version,Q1_Operating System,Q1_Resolution,Q3,Q4,Q5,Q6,Q7,Q29,Q8,Q9,Q31,Q10,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Path,Q30,Q32,Q33,Q41,Q36,Q39,,Q38_1    Mesa Management,Q38_2   Mackenzie Dunn,,Q32,Q27,Q28,Q29,Q31,,Q32 - Topics
10/5/2017 18:05,10/5/2017 18:25,IP Address,98.209.21.185,100,1216,TRUE,10/5/2017 18:25,R_1mQ8dw2CMGtq2o6,,,,,42.26679993,-83.85620117,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.113,Macintosh,1280x800,47,Elephant,Female,35,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$50,000 to $99,999",I strongly prefer Democrats,48103,,,,,,,,,,,,,,,,,0,0,1007.3,0,The plaintiff fell and injured her leg.,5,Yes,Yes,200000,two hundred thousand dollars,No,No,,,,,The stairs were too steep and that made it difficult to be safe on them. The fact that they redid the staircase after the injury makes it obvious they knew they were unsafe.,The defendant's insurance company,No,No,,,
10/5/2017 18:05,10/5/2017 18:26,IP Address,73.160.155.33,100,1253,TRUE,10/5/2017 18:26,R_ufzDMW74lpOQ3jb,,,,,39.82400513,-75.13179779,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,47,Elephant,Female,28,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$10,000 to $29,999",I strongly prefer Democrats,8086,,,,,,,,,,,,,,,,,259.207,259.207,1012.638,1,The plaintiff fell and injured her leg.,5,Yes,Yes,280000,two hundred eighty thousand dollars,No,No,,,,,I think that they did not do enough to make the staircase that she fell on secure .,The defendant's insurance company,No,No,,,
10/5/2017 18:00,10/5/2017 18:27,IP Address,164.119.62.28,100,1570,TRUE,10/5/2017 18:27,R_3CZ1tAZ2QXygKgN,,,,,40.80569458,-96.64440155,anonymous,EN,"Yes, I consent",Chrome,58.0.3029.110,Windows NT 6.1,1920x1200,47,Elephant,Female,32,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$30,000 to $49,999",I strongly prefer Democrats,68502,,,,,,,,,,,,,,,,,0,0,1157.588,0,The plaintiff fell and injured her leg.,5,Yes,Yes,150000,One hundred fifty thousand dollars,No,No,,,,,"It was hard to decide after hearing both sides. I believe Mesa management was negligent due to them redesigning the staircase after Mackenzie had fallen. If they truly thought they were safe, they would have had no reason to redesign them. Also, now it is not possible to determine if the stairs really were up to code due to them changing them.",The defendant's insurance company,No,No,,,
10/5/2017 18:05,10/5/2017 18:28,IP Address,72.83.190.12,100,1388,TRUE,10/5/2017 18:28,R_9YKOuUwCh11k0UN,,,,,38.75509644,-76.98049927,anonymous,EN,"Yes, I consent",Chrome,49.0.2623.112,Windows NT 6.0,1440x900,47,Elephant,Male,35,Black or African American,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$50,000 to $99,999",I lean toward Democrats,20734,,,,,,,,,,,,,,,,,0,0,1005.875,0,The plaintiff fell and injured her leg.,5,Yes,Yes,130000,One-hundred thirty thousand dollars,No,No,,,,,"Given the numerous complaints about the stairs and the previous accident by the former tenant, I believe the design of the stairs was unsafe.  There were signs that the stairs were not safe before Ms. McKenzie fell down the stairs.  If the warnings were taken seriously by the defendant, then Ms. McKenzie would likely have avoided her accident. ",The defendant's insurance company,No,No,,,
10/5/2017 18:06,10/5/2017 18:29,IP Address,73.50.144.201,100,1361,TRUE,10/5/2017 18:29,R_vTAzWzUAvzAqlhf,,,,,39.68429565,-89.72370148,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,47,Elephant,Female,56,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$50,000 to $99,999",I have no preference for either party,62089,,,,,,,,,,,,,,,,,193.8,477.502,1007.978,5,The plaintiff fell and injured her leg.,5,Yes,Yes,280000,Two Hundred and Eighty Thousand Dollars,No,No,,,,,"Just looking at the stairs you can see they are too steep. Plus, one person had already fallen and broke their leg and they did nothing about the problem. The defendant did not want to spend the extra money to fix a problem with the stairs that they new were too steep.",The defendant's insurance company,No,No,,,
10/5/2017 18:08,10/5/2017 18:33,IP Address,70.196.147.12,100,1516,TRUE,10/5/2017 18:33,R_2rrnJeXtnQNC7GF,,,,,30.53540039,-89.45999908,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.107,Android 7.0,740x360,47,Elephant,Female,25,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I strongly prefer Republicans,36611,,,,,,,,,,,,,,,,,787.602,787.602,1246.55,1,The plaintiff fell and injured her leg.,5,Yes,Yes,280000,Two hundred eighty thousand dollars,No,No,,,,,The stairs were poorly designed and were unsafe and thus caused her to be injured. Her quality of life has suffered and she deserves to be awarded punitive damages as well as compensatory damages.,The defendant,Yes,No,,,
10/5/2017 18:00,10/5/2017 18:34,IP Address,75.83.95.110,100,2030,TRUE,10/5/2017 18:34,R_2cirtTZYRXzVZ2U,,,,,34.32099915,-118.3829956,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 6.3,1920x1080,47,Elephant,Female,28,American Indian or Alaska Native,"Yes, Mexican/Mexican American/Chicano","Bachelor's degree (e.g. BS, BA, or AB)","$10,000 to $29,999",I have no preference for either party,91342,,,,,,,,,,,,,,,,,987.724,999.549,1002.465,2,The plaintiff fell and injured her leg.,5,Yes,Yes,150000,one hundred and fifty thousand,No,No,,,,,"Mesa Management made a claim saying it wasnt feasible to fix the stairs for numerous reasons, like space and finances, but they did it anyway after Ms Dunn fell.",The defendant's insurance company,No,No,,,
10/5/2017 18:14,10/5/2017 18:37,IP Address,104.185.203.70,100,1388,TRUE,10/5/2017 18:37,R_3CT03BkgEOi4t9Y,,,,,34.00169373,-84.47100067,anonymous,EN,"Yes, I consent",Safari iPhone,10,iPhone,375x667,47,Elephant,Male,36,Asian,"No, not Spanish/Hispanic/Latino","Professional degree (e.g. MD, DDS, or JD)","$10,000 to $29,999",I strongly prefer Democrats,30062,,,,,,,,,,,,,,,,,0,0,1029.653,0,The plaintiff fell and injured her leg.,5,Yes,Yes,130000,One hundred thirty thousand,No,No,,,,,The defense did not show any reason that plaintiff was negligent other then theorizing she could have been tired. They are more likely the cause because another person had fallen before. Falling down the stairs because you are tired isn't common especially for two different people. The stairs were up to code but they had fair warning from the previous fall that they might need to do better than the code.,The defendant's insurance company,No,No,,,
10/5/2017 18:16,10/5/2017 18:37,IP Address,73.194.210.4,100,1292,TRUE,10/5/2017 18:37,R_25KpY3AbxLUrC2a,,,,,39.59959412,-74.36869812,anonymous,EN,"Yes, I consent",Firefox,56,Windows NT 10.0,1366x768,47,Elephant,Male,30,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"Less than $10,000",I strongly prefer Democrats,8087,,,,,,,,,,,,,,,,,0,0,1004.383,0,The plaintiff fell and injured her leg.,5,Yes,Yes,100000,one hundred thousand,No,No,,,,,"They never provided any evidence that her fall was caused by her own negligence, only stating that falls happen which I don't think adequately proves her negligence ",The defendant's insurance company,No,No,,,
10/5/2017 18:18,10/5/2017 18:41,IP Address,108.71.82.87,100,1366,TRUE,10/5/2017 18:41,R_1g6MZ3e3ctsVNch,,,,,41.8500061,-87.65000153,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Female,28,White,"Yes, Mexican/Mexican American/Chicano","Bachelor's degree (e.g. BS, BA, or AB)","$30,000 to $49,999",I strongly prefer Democrats,60608,,,,,,,,,,,,,,,,,0,0,235.744,0,The plaintiff fell and injured her leg.,5,Yes,Yes,100000,one hundred thousand,No,No,,,,,They did not prove she was negligent just suggested she might be. Also the stairs were definitely unsafe as proven by the previous fall.,The defendant's insurance company,No,No,,,
10/5/2017 18:18,10/5/2017 18:41,IP Address,73.128.31.210,100,1406,TRUE,10/5/2017 18:41,R_O7DfCuXT6BCmtbz,,,,,38.95449829,-76.94429779,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1280x720,47,Elephant,Female,59,Black or African American,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$100,000 to $199,999",I strongly prefer Democrats,20708,,,,,,,,,,,,,,,,,1004.912,1004.912,1005.98,1,The plaintiff fell and injured her leg.,5,Yes,Yes,100000,One hundred thousand dollars,No,No,,,,,I was on the side of Mesa Management until the went back and reconfigured the staircase.  They indicated that there was not room for improving the stairs and yet they went back and reconfigured the stairs.  That tells me that themselves doubt the credibility of their statement with the stairs as it was.  Why go back and make improvements if it was not necessary?,The defendant's insurance company,Yes,No,,,
10/5/2017 18:39,10/5/2017 18:42,IP Address,107.142.176.135,100,195,TRUE,10/5/2017 18:42,R_3EqGAweNaOZtQo9,,,,,41.584198,-87.49559784,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Macintosh,1440x900,47,Elephant,Male,25,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$50,000 to $99,999",I strongly prefer Democrats,46321,,,,,,,,,,,,,,,,,0,0,44.961,0,The plaintiff fell and injured her leg.,5,Yes,Yes,50000,fifty thousand,No,No,,,,,I truly feel like it it not her fault.  Those stairs were awful and could cause more injuries if not taken care of!!,The defendant's insurance company,Yes,No,,,
10/5/2017 18:22,10/5/2017 18:46,IP Address,74.89.196.80,100,1480,TRUE,10/5/2017 18:46,R_OqGhDqxUr9Hd0Xv,,,,,41.10209656,-72.37419891,anonymous,EN,"Yes, I consent",Chrome,51.0.2704.106,Android 6.0.1,360x640,47,Elephant,Male,48,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I lean toward Democrats,11901,,,,,,,,,,,,,,,,,0,0,1083.06,0,The plaintiff fell and injured her leg.,5,Yes,Yes,250000,Two hundred and fifty thousand ,No,No,,,,,I think mesa knew the stairs were too steep. They had one complaint and should have investigated the design of the stairs. If they did they would have known the slope was steeper than industry standard. If every tenant had access tgen then need to keep it save for everyone. ,The defendant's insurance company,No,No,,,
10/5/2017 18:26,10/5/2017 18:48,IP Address,67.184.67.56,100,1298,TRUE,10/5/2017 18:48,R_2xE84BM36L1pdRY,,,,,41.94219971,-88.39600372,anonymous,EN,"Yes, I consent",Chrome iPad,61.0.3163.73,iPad,768x1024,47,Elephant,Male,39,White,"No, not Spanish/Hispanic/Latino","Master's degree (e.g. MBA, MA, or MS)","$100,000 to $199,999",I lean toward Republicans,60175,,,,,,,,,,,,,,,,,1.296,1.296,1009.8,1,The plaintiff fell and injured her leg.,5,Yes,Yes,280000,Two hundred and eighty thousand dollars ,No,No,,,,,Plantif was not proven to be carrying too much when she fell. If the defendant proved she was carrying too much or overburdened then she would have some negligence. ,The defendant's insurance company,No,No,,,
10/5/2017 19:06,10/5/2017 19:27,IP Address,172.246.117.2,100,1213,TRUE,10/5/2017 19:27,R_cG97LtaeLoNRRhT,,,,,41.84829712,-87.62909698,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1360x768,47,Elephant,Male,24,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$10,000 to $29,999",I lean toward Democrats,46060,,,,,,,,,,,,,,,,,42.001,241.77,1022.661,3,The plaintiff fell and injured her leg.,5,Yes,Yes,100000,One Hundred Thousand Dollars,No,No,,,,,"Although the stairs were up to code, the fact that mesa management changed them afterwords shows fault",The defendant's insurance company,No,No,,,
9/29/2017 14:56,9/29/2017 15:18,IP Address,70.194.16.154,100,1335,TRUE,9/29/2017 15:18,R_PG6zfChQW3iv4Nr,,,,,42.55299377,-83.48020172,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.113,Windows NT 6.1,1366x768,47,Elephant,Male,53,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$10,000 to $29,999",I lean toward Democrats,49770,19.538,131.652,910.69,2,,,,,,,,,,,,,,,,,The plaintiff fell and injured her leg.,1,Yes,Yes,180000,one hundred eighty thousand,Yes,No,,,,,"She was tired she knew the stairs were treacherous from repeated visits to her storage unit there fore she needed to execise caution. Mesa on the other hand knew the stairs had caused damage to one other resident and that the angle was very steep, even though the zoning did not require repair they should of tried to remedy the problem to fix the stairs. I find them as much at fault as the plaintiff and arrived at half the punitive damages plus medical expenses.",The defendant's insurance company,No,No,,,Unknown
9/30/2017 13:14,9/30/2017 13:37,IP Address,174.109.76.62,100,1395,TRUE,9/30/2017 13:37,R_30tKvr4nNTOTySB,,,,,36.09240723,-78.90100098,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1366x768,47,Elephant,Female,35,Black or African American,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$30,000 to $49,999",I lean toward Democrats,27704,0,0,894.65,0,,,,,,,,,,,,,,,,,The plaintiff fell and injured her leg.,1,Yes,Yes,150000,one hundred and fifty thousand dollars,Yes,No,,,,,"Ms, Dunn should have been aware of the stairs at all times while walking down the stairs.This is common. But the building stairs are not safe by a degree. Meaning that their might be unreported cases of people almost falling because the construction of the steps. She should be paid because the company should have been more proactive in prevention after the first incident.",The defendant's insurance company,No,No,,,Unknown
9/30/2017 15:32,9/30/2017 15:58,IP Address,71.127.225.69,100,1587,TRUE,9/30/2017 15:58,R_1QFU660tDqhSSM0,,,,,40.81619263,-74.21640015,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 6.1,1366x768,47,Elephant,Female,54,Black or African American,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I lean toward Democrats,7203,0,0,1031.052,0,,,,,,,,,,,,,,,,,The plaintiff fell and injured her leg.,1,Yes,Yes,110000,one hundred and ten thousand dollars,Yes,No,,,,,The plaintiff's engineering expert stated the stairs' steepness was above the threshold required by building codes.,The defendant's insurance company,No,No,,,Unknown
10/2/2017 17:27,10/2/2017 17:46,IP Address,24.143.47.16,100,1194,TRUE,10/2/2017 17:46,R_3kj1xbJW6xaZesi,,,,,39.03930664,-95.20870209,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.113,Windows NT 10.0,1536x864,47,Elephant,Female,24,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I strongly prefer Democrats,66047,344.492,344.492,896.934,1,,,,,,,,,,,,,,,,,The plaintiff fell and injured her leg.,1,Yes,Yes,200000,Two-hundred thousand dollars,Yes,No,,,,,"Because while it is very possible that she was not being as careful as she probably could be, the stairs were faulty enough that they contributed greatly to and possibly increased the physical harm she had suffered from the fall. ",The defendant,No,No,,,
10/5/2017 17:33,10/5/2017 17:52,IP Address,75.83.226.148,100,1155,TRUE,10/5/2017 17:52,R_24k5xox8NvsMdC1,,,,,34.26860046,-118.3294983,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1536x864,47,Elephant,Male,32,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$50,000 to $99,999",I have no preference for either party,91042,0,0,909.392,0,,,,,,,,,,,,,,,,,The plaintiff fell and injured her leg.,1,Yes,Yes,200000,Two hundred thousand dollars,Yes,No,,,,,"The management company had been warned about the stairs beforehand and did nothing about it. People usually carry things to storage so they should have had safer access to accommodate for this. However accidents happen, and she could have been a little responsible for her own fall.",The defendant's insurance company,No,Yes,If I knew the insurance company was paying I would have awarded her the full amount.,,
10/5/2017 17:36,10/5/2017 17:58,IP Address,174.222.16.62,100,1344,TRUE,10/5/2017 17:58,R_3jXXeLYddpXXX7X,,,,,37.75100708,-97.8219986,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.98,Android 7.0,360x640,47,Elephant,Male,26,White,"Yes, Mexican/Mexican American/Chicano",Some college credit,"$100,000 to $199,999",I have no preference for either party,95823,0,0,900.937,0,,,,,,,,,,,,,,,,,The plaintiff fell and injured her leg.,1,Yes,Yes,155000,One hundred fifty-five thousand dollars and zero cents,Yes,No,,,,,"I arrived at my decision because the management company already had a person fall down these stairs and complain about the steepness of them yet decided to do nothing about it. The stairs are not up to safety code and therefore the managent company is directly responsible. The plaintiff should have all her medical bills covered. However she is slightly at fault for falling down the steps for not being absolutely as cautious as she could be coming down the stairs. She will only het $75,000 of the requested $200,000 in damages requested because she can still work and do most things she could do before the injury occurred",The defendant,Yes,No,,,
10/5/2017 17:42,10/5/2017 18:03,IP Address,71.58.96.63,100,1239,TRUE,10/5/2017 18:03,R_1gu2o15VYVWUHKi,,,,,40.79750061,-77.90209961,anonymous,EN,"Yes, I consent",Firefox,50,Windows NT 10.0,1366x768,47,Elephant,Male,21,Asian,"No, not Spanish/Hispanic/Latino",Some college credit,"$10,000 to $29,999",I lean toward Republicans,19147,20.958,944.615,951.136,4,,,,,,,,,,,,,,,,,The plaintiff fell and injured her leg.,1,Yes,Yes,100000,one hundred thousand dollar,Yes,No,,,,,"The first expert's testimony showed a diagram that demonstrated how when stairs are built at above a certain angle, it is in violation of the building codes. Even the second expert testified that there are new building codes and that Mesa Management Company needed to rebuild the stairs to comply with the new codes. Even though the tenant may have been a little negligent, a simple misstep should not cause such a severe injury unless the design of the stairs are completely out of whack. ",The defendant,No,No,,,
9/29/2017 13:57,9/29/2017 14:22,IP Address,98.250.0.192,100,1473,TRUE,9/29/2017 14:22,R_2wvN3AM3TBrQi8O,,,,,42.98880005,-85.4641037,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.101,Macintosh,1440x900,47,Elephant,Female,23,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$50,000 to $99,999",I strongly prefer Democrats,48104,,,,,0,0,935.487,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,80000,eighty thousand,Yes,No,,,,,I think that the company's negligence was the largest factor in her fall. There should have either been a landing or stairs that were less steep.,The defendant's insurance company,No,No,,,Unknown
9/30/2017 11:50,9/30/2017 12:16,IP Address,64.50.247.233,100,1578,TRUE,9/30/2017 12:16,R_2feW9AuzYWwIJXi,,,,,46.60220337,-122.6780014,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 6.1,1600x900,47,Elephant,Female,63,White,"No, not Spanish/Hispanic/Latino",High school graduate (diploma or GED),"$10,000 to $29,999",I strongly prefer Democrats,98533,,,,,0,0,1124.081,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,260000,"260,000",Yes,No,,,,,"I did not believe for one minute that those stairs could not have been retrofitted to make them safer.  The management company knew the stairs were a problem and they chose to do nothing.  I did adjust the pain and suffering award by 10%, just to allow for the possibility of Miss Dunn's contribution to her own fall (maybe trying to carry too much stuff down the stairs, not paying attention, etc.), but I don't think there is any question that the majority of the liability lays with the management company and that Miss Dunn has suffered from a lack of quality in her life because of the fall - which could have been preventable.",The defendant's insurance company,No,No,,,Unknown
10/5/2017 17:29,10/5/2017 17:50,IP Address,71.63.253.159,100,1228,TRUE,10/5/2017 17:50,R_25ybXO0bvVm6ZhH,,,,,45.70829773,-122.6948013,anonymous,EN,"Yes, I consent",Chrome,63.0.3232.0,Windows NT 10.0,1920x1080,47,Elephant,Male,27,White,"No, not Spanish/Hispanic/Latino",Associate's degree (e.g. AA or AS),"$10,000 to $29,999",I strongly prefer Democrats,98661,,,,,137.279,137.279,944.782,1,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,200000,two hundred thousand,Yes,No,,,,,"The defendant had warning from the previous tenant's injury that the stairs were unsafe, but chose not to make any changes due to the cost of retrofitting the stairs. I also found that the plaintiff's testimony that they were always safe going up and down the stairs due to their caution about the stairs being unsafe to be crucial in determining that they were not a substantial factor in their own negligence.",The defendant's insurance company,No,No,,,
10/5/2017 17:33,10/5/2017 17:53,IP Address,76.232.217.36,100,1178,TRUE,10/5/2017 17:53,R_1gcGmJgZqU1Wlb5,,,,,43.03019714,-88.21530151,anonymous,EN,"Yes, I consent",Firefox,55,Windows NT 10.0,1920x1080,47,Elephant,Male,30,White,"No, not Spanish/Hispanic/Latino",Some college credit,"Less than $10,000",I have no preference for either party,53186,,,,,0,0,915.321,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,280000,"Ankle surgery and rehabilitation, along with other personal and emotional damages suffered afterwards.",Yes,No,,,,,"While the amount of negligence from both sides was close (and difficult to prove either way), the owner of the rental building should ensure that their tenants are safe.",The defendant,No,No,,,
10/5/2017 17:52,10/5/2017 18:05,IP Address,104.137.127.79,100,780,TRUE,10/5/2017 18:05,R_3G3xWOC8PrdYlV2,,,,,27.86610413,-82.32649994,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1093x615,47,Elephant,Male,40,White,"Yes, Cuban",Some college credit,"$50,000 to $99,999",I lean toward Democrats,33568,,,,,0,0,628.29,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,230000,two hundred and thirty thousand,Yes,No,,,,,Well she was not paying as much attention as possible but my wife fell similarly. They found the step was 3 inches higher than the rest.,The defendant's insurance company,Yes,No,,,
10/5/2017 17:48,10/5/2017 18:14,IP Address,75.138.139.130,100,1576,TRUE,10/5/2017 18:14,R_2VwKuDtuFPJ7hPZ,,,,,33.89909363,-84.25370026,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 6.2,1600x900,47,Elephant,Female,29,Black or African American,"No, not Spanish/Hispanic/Latino",Some college credit,"$10,000 to $29,999",I lean toward Democrats,30507,,,,,58.033,992.858,1004.529,13,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,150000,one hundred and fifty thousand dollars,Yes,No,,,,,Two individuals falling in the same area is not a pattern. Mackenzie Dunn could have lost her footing but could not regain it because of the structure of the stair casing. The staircase does not give room from improvement as the attorney of the defendant describe nor does it give room for error.,,No,No,,,
10/5/2017 18:14,10/5/2017 18:37,IP Address,69.250.42.114,100,1405,TRUE,10/5/2017 18:37,R_2rDdMEM3fxp8ZHX,,,,,39.38920593,-76.49199677,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Macintosh,1680x1050,47,Elephant,Male,22,White,"No, not Spanish/Hispanic/Latino",Some college credit,"$100,000 to $199,999",I have no preference for either party,34203,,,,,0,0,913.714,0,,,,,,,,,,,,,The plaintiff fell and injured her leg.,2,Yes,Yes,200000,Two Hundred Thousand ,Yes,No,,,,,"I believe that the angle of the stairs played a large role in the injury. I feel that most people, after the first incident, would fix the stairs. However, I believe it to be likely that in some way she was not careful enough going down the stairs. ",The defendant's insurance company,No,No,,,
9/30/2017 11:52,9/30/2017 12:13,IP Address,73.116.31.193,100,1223,TRUE,9/30/2017 12:13,R_2OOzFweH7TlMtlu,,,,,38.34449768,-121.4292984,anonymous,EN,"Yes, I consent",Firefox,55,Windows NT 10.0,1600x900,47,Elephant,Male,24,Asian,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$100,000 to $199,999",I lean toward Democrats,95624,,,,,,,,,482.786,482.786,960.278,1,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,120000,one hundred and twenty thousand,Yes,No,,,,,"I believe a fall is dependent on the person. If they are not watching where they are stepping they are more likely to do so. That being said, the stairs were clearly unsafe, with the first person falling, and the subsequent remodel after Ms. Dunn fell, Mesa mangement clearly felt the same. They should be paying for her medical expenses and some pain a suffering, just not to the excessive amount Ms. Dunn and her lawyer are expecting.",The defendant,No,No,,,Unknown
9/30/2017 20:40,9/30/2017 21:01,IP Address,75.118.151.33,100,1252,TRUE,9/30/2017 21:01,R_1FrjTHGq3IAUqEo,,,,,42.01579285,-87.84230042,anonymous,EN,"Yes, I consent",Chrome,60.0.3112.114,CrOS x86_64 9592.96.0,1366x768,47,Elephant,Female,49,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$100,000 to $199,999",I strongly prefer Democrats,60017,,,,,,,,,0,0,950.672,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,180000,one hundred eighty thousand dollars,Yes,No,,,,,"The stairs were obviously too steep, she wasn't the first person to be injured severely (a broken bone) and after her injury Mesa felt the need to redesign the stairs and add a landing - why would they redesign the stairs if they didn't agree that they were dangerous?  Mackenzie might have been able to have mitigated the injuries to some extent by being a bit more careful",The defendant's insurance company,No,No,,,Unknown
10/2/2017 7:06,10/2/2017 7:28,IP Address,98.164.95.91,100,1356,TRUE,10/2/2017 7:28,R_1kFB0ZLvERLDv8K,,,,,29.97360229,-90.08570099,anonymous,EN,"Yes, I consent",Chrome,49.0.2623.112,Macintosh,1920x1080,47,Elephant,Male,30,White,"No, not Spanish/Hispanic/Latino","Bachelor's degree (e.g. BS, BA, or AB)","$10,000 to $29,999",I lean toward Democrats,70117,,,,,,,,,0,0,955.006,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,100000,one hundred thousand dollars,Yes,No,,,,,"I believe that the design of the stairs was definitely negligent, especially considering the previous tenant's fall. The subsequent redesign of the stairs also reveals that Mesa Management wasn't being truthful when they said they were as safe as possible in that room. I believe that Mesa Management should be held liable for the entirety of the plaintiff's medical bills, but I think the $200,000 figure for pain and suffering is too high for a broken ankle which is mostly healed already. I think a more modest $20,000 figure is more suitable.",The defendant's insurance company,No,No,,,
10/5/2017 17:22,10/5/2017 17:43,IP Address,45.37.19.129,100,1280,TRUE,10/5/2017 17:43,R_2rqOwfw4sWAYvCw,,,,,35.64610291,-78.57910156,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,47,Elephant,Male,31,White,"No, not Spanish/Hispanic/Latino",Associate's degree (e.g. AA or AS),"$10,000 to $29,999",I lean toward Republicans,27520,,,,,,,,,998.838,998.838,1001.875,1,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,100000,one hundred thousand dollars,Yes,No,,,,,"maybe she was rushing maybe she wasn't maybe she wasn't paying full attention, but for Mesa to go in afterward and retrofit the stairs shows they knew it was their fault ",,No,No,,,
10/5/2017 17:28,10/5/2017 17:49,IP Address,71.92.206.176,100,1254,TRUE,10/5/2017 17:49,R_3koax41h4WCLSS6,,,,,34.06269836,-117.8896027,anonymous,EN,"Yes, I consent",Chrome,61.0.3163.100,Macintosh,1440x900,47,Elephant,Male,38,Asian,"No, not Spanish/Hispanic/Latino",Some college credit,"$50,000 to $99,999",I lean toward Democrats,91789,,,,,,,,,0,0,952.867,0,,,,,,,,,The plaintiff fell and injured her leg.,3,Yes,Yes,180000,one hundred eighty thousand,Yes,No,,,,,The defendant did not prove negligence on part of the plaintiff. The defendant was aware of the dangers of the stairs. ,The defendant's insurance company,No,No,,,
